problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,total_flow,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
Colt.graphml,153,354,1556898748,uniform,128.0,23256,96205.453125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005703,4,True,inv-cap,1,818.217383771998,0.021622896194458008,0.011682987213134766,0.0013399124145507812,0.0022499561309814453,0.0045621395111083984,0.0017879009246826172
Colt.graphml,153,354,1690350634,uniform,16.0,23256,12079.08203125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005648,4,True,inv-cap,0,9775.841845841176,0.6833617687225342,0.004238128662109375,0.007905006408691406,0.0029146671295166016,0.0047299861907958984,0.6635739803314209
Colt.graphml,153,354,1690350634,uniform,16.0,23256,12079.08203125,ncflow_edge_per_iter,fm_partitioning,36,11,0.005648,4,True,inv-cap,1,384.3247720929131,1.0521681308746338,0.004904985427856445,0.0018279552459716797,0.001688241958618164,0.0018048286437988281,1.0419421195983887
Colt.graphml,153,354,2138666801,uniform,16.0,23256,12102.89453125,ncflow_edge_per_iter,fm_partitioning,36,11,0.004679,4,True,inv-cap,0,9807.69502166623,0.03551602363586426,0.004041910171508789,0.007143974304199219,0.0024068355560302734,0.004433870315551758,0.01748943328857422
Colt.graphml,153,354,2138666801,uniform,16.0,23256,12102.89453125,ncflow_edge_per_iter,fm_partitioning,36,11,0.004679,4,True,inv-cap,1,434.0456798506493,0.012099504470825195,0.005006074905395508,0.0016698837280273438,0.002262592315673828,0.0017049312591552734,0.0014560222625732422
Colt.graphml,153,354,1111060477,gravity,4.0,23255,3001.22509765625,ncflow_edge_per_iter,fm_partitioning,36,11,0.005243,4,True,inv-cap,0,3001.2250286708586,0.04272866249084473,0.005132913589477539,0.009728193283081055,0.0029528141021728516,0.003860950469970703,0.021053791046142578
Colt.graphml,153,354,2140488122,gravity,4.0,23255,3006.44873046875,ncflow_edge_per_iter,fm_partitioning,36,11,0.005679,4,True,inv-cap,0,3006.448820795864,0.25001049041748047,0.004764080047607422,0.009916067123413086,0.0026464462280273438,0.0045588016510009766,0.22812509536743164
Colt.graphml,153,354,1141211829,gravity,128.0,23256,95814.359375,ncflow_edge_per_iter,fm_partitioning,36,11,0.004913,4,True,inv-cap,0,29819.89187145233,0.8318991661071777,0.01796722412109375,0.004651069641113281,0.0021729469299316406,0.004381895065307617,0.8027260303497314
Colt.graphml,153,354,1141211829,gravity,128.0,23256,95814.359375,ncflow_edge_per_iter,fm_partitioning,36,11,0.004913,4,True,inv-cap,1,891.9340285827603,0.019470930099487305,0.010408878326416016,0.0013508796691894531,0.0019948482513427734,0.003895998001098633,0.0018203258514404297
Colt.graphml,153,354,1262241099,gravity,128.0,23254,96038.34375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005431,4,True,inv-cap,0,29440.553482661646,0.03025221824645996,0.010774850845336914,0.0038847923278808594,0.002007007598876953,0.004342079162597656,0.009243488311767578
Colt.graphml,153,354,1262241099,gravity,128.0,23254,96038.34375,ncflow_edge_per_iter,fm_partitioning,36,11,0.005431,4,True,inv-cap,1,800.7584163061313,0.02098822593688965,0.011094093322753906,0.0014379024505615234,0.0023288726806640625,0.004004955291748047,0.0021224021911621094
Colt.graphml,153,354,1041669110,gravity,1.0,23255,752.0161743164062,ncflow_edge_per_iter,fm_partitioning,36,11,0.005253,4,True,inv-cap,0,752.0161583250156,0.849351167678833,0.0020830631256103516,0.009524106979370117,0.0024330615997314453,0.0037078857421875,0.8316030502319336
Colt.graphml,153,354,1626079725,gravity,1.0,23255,750.1134643554688,ncflow_edge_per_iter,fm_partitioning,36,11,0.005218,4,True,inv-cap,0,750.1134656106587,0.17605185508728027,0.004472970962524414,0.009866952896118164,0.002688884735107422,0.00446009635925293,0.15456295013427734
